region_bld,arch,eneff,value
C-WEU-ITA,mfh,sr22_low,1.0
C-WEU-ITA,mfh,sr31_std,1.0
C-WEU-ITA,mfh,sr32_low,1.0
C-WEU-ITA,sfh,s1,1.0
C-WEU-ITA,sfh,s2,1.0
C-WEU-ITA,sfh,s3,1.0
C-WEU-ITA,sfh,s51_std,1.0
C-WEU-ITA,sfh,s52_low,1.0
C-WEU-ITA,sfh,sr11_std,1.0
C-WEU-ITA,sfh,sr12_low,1.0
C-WEU-ITA,sfh,sr21_std,1.0
C-WEU-ITA,sfh,sr22_low,1.0
C-WEU-ITA,sfh,sr31_std,1.0
C-WEU-ITA,sfh,sr32_low,1.0
C-WEU-LUX,inf,ns,1.0
C-WEU-LUX,mfh,s1,1.0
C-WEU-LUX,mfh,s2,1.0
C-WEU-LUX,mfh,s3,1.0
C-WEU-LUX,mfh,s51_std,1.0
C-WEU-LUX,mfh,s52_low,1.0
C-WEU-LUX,mfh,sr11_std,1.0
C-WEU-LUX,mfh,sr12_low,1.0
C-WEU-LUX,mfh,sr21_std,1.0
C-WEU-LUX,mfh,sr22_low,1.0
C-WEU-LUX,mfh,sr31_std,1.0
C-WEU-LUX,mfh,sr32_low,1.0
C-WEU-LUX,sfh,s1,1.0
C-WEU-LUX,sfh,s2,1.0
C-WEU-LUX,sfh,s3,1.0
C-WEU-LUX,sfh,s51_std,1.0
C-WEU-LUX,sfh,s52_low,1.0
C-WEU-LUX,sfh,sr11_std,1.0
C-WEU-LUX,sfh,sr12_low,1.0
C-WEU-LUX,sfh,sr21_std,1.0
C-WEU-LUX,sfh,sr22_low,1.0
C-WEU-LUX,sfh,sr31_std,1.0
C-WEU-LUX,sfh,sr32_low,1.0
C-WEU-MLT,inf,ns,1.0
C-WEU-MLT,mfh,s1,1.0
C-WEU-MLT,mfh,s2,1.0
C-WEU-MLT,mfh,s3,1.0
C-WEU-MLT,mfh,s51_std,1.0
C-WEU-MLT,mfh,s52_low,1.0
C-WEU-MLT,mfh,sr11_std,1.0
C-WEU-MLT,mfh,sr12_low,1.0
C-WEU-MLT,mfh,sr21_std,1.0
C-WEU-MLT,mfh,sr22_low,1.0
C-WEU-MLT,mfh,sr31_std,1.0
C-WEU-MLT,mfh,sr32_low,1.0
C-WEU-MLT,sfh,s1,1.0
C-WEU-MLT,sfh,s2,1.0
